IndicatorID,Indicator Name,Unit,Series Type,Data Type,Frequency,Collection Month,Series Start,Series End,No. Obs
190,Public corporations - State and local   Gross fixed capital formation .2,$ Millions,Original,DERIVED,Quarter,3,9/1/1959 0:00,3/1/2025 0:00,263
191,Public corporations   Gross fixed capital formation .2,$ Millions,Original,DERIVED,Quarter,3,9/1/1959 0:00,3/1/2025 0:00,263
192,General government - National   Gross fixed capital formation - Defence .2,$ Millions,Original,DERIVED,Quarter,3,9/1/1959 0:00,3/1/2025 0:00,263
193,General government - National   Gross fixed capital formation - Non-defence .2,$ Millions,Original,DERIVED,Quarter,3,9/1/1959 0:00,3/1/2025 0:00,263
194,General government - National   Gross fixed capital formation .2,$ Millions,Original,DERIVED,Quarter,3,9/1/1959 0:00,3/1/2025 0:00,263
195,General government - State and local   Gross fixed capital formation .2,$ Millions,Original,DERIVED,Quarter,3,9/1/1959 0:00,3/1/2025 0:00,263
196,General government   Gross fixed capital formation .2,$ Millions,Original,DERIVED,Quarter,3,9/1/1959 0:00,3/1/2025 0:00,263
197,Public   Gross fixed capital formation .2,$ Millions,Original,DERIVED,Quarter,3,9/1/1959 0:00,3/1/2025 0:00,263
198,All sectors   Gross fixed capital formation .2,$ Millions,Original,DERIVED,Quarter,3,9/1/1959 0:00,3/1/2025 0:00,263
199,Domestic final demand .2,$ Millions,Original,DERIVED,Quarter,3,9/1/1959 0:00,3/1/2025 0:00,263
200,Private   Non-farm   Changes in inventories,$ Millions,Original,DERIVED,Quarter,3,9/1/1974 0:00,3/1/2025 0:00,203
201,Farm   Changes in inventories,$ Millions,Original,DERIVED,Quarter,3,9/1/1974 0:00,3/1/2025 0:00,203
202,Public authorities   Changes in inventories,$ Millions,Original,DERIVED,Quarter,3,9/1/1974 0:00,3/1/2025 0:00,203
203,Changes in inventories .2,$ Millions,Original,DERIVED,Quarter,3,9/1/1974 0:00,3/1/2025 0:00,203
204,Gross national expenditure .2,$ Millions,Original,DERIVED,Quarter,3,9/1/1959 0:00,3/1/2025 0:00,263
205,Exports of goods and services .2,$ Millions,Original,DERIVED,Quarter,3,9/1/1959 0:00,3/1/2025 0:00,263
206,Imports of goods and services .2,$ Millions,Original,DERIVED,Quarter,3,9/1/1959 0:00,3/1/2025 0:00,263
207,Statistical discrepancy (E) .2,$ Millions,Original,DERIVED,Quarter,3,9/1/1959 0:00,3/1/2025 0:00,263
208,GROSS DOMESTIC PRODUCT .2,$ Millions,Original,DERIVED,Quarter,3,9/1/1959 0:00,3/1/2025 0:00,263
209,General government - National   Final consumption expenditure - Defence: Contributions to growth,Index Points,Seasonally Adjusted,DERIVED,Quarter,3,9/1/1959 0:00,3/1/2025 0:00,263
210,General government - National   Final consumption expenditure - Non-defence: Contributions to growth,Index Points,Seasonally Adjusted,DERIVED,Quarter,3,9/1/1959 0:00,3/1/2025 0:00,263
211,General government - National   Final consumption expenditure: Contributions to growth,Index Points,Seasonally Adjusted,DERIVED,Quarter,3,9/1/1959 0:00,3/1/2025 0:00,263
212,General government - State and local   Final consumption expenditure: Contributions to growth,Index Points,Seasonally Adjusted,DERIVED,Quarter,3,9/1/1959 0:00,3/1/2025 0:00,263
213,General government   Final consumption expenditure: Contributions to growth,Index Points,Seasonally Adjusted,DERIVED,Quarter,3,9/1/1960 0:00,3/1/2025 0:00,259
214,Households   Final consumption expenditure: Contributions to growth,Index Points,Seasonally Adjusted,DERIVED,Quarter,3,9/1/1960 0:00,3/1/2025 0:00,259
215,All sectors   Final consumption expenditure: Contributions to growth,Index Points,Seasonally Adjusted,DERIVED,Quarter,3,9/1/1960 0:00,3/1/2025 0:00,259
216,Private   Gross fixed capital formation - Dwellings - New and Used: Contributions to growth,Index Points,Seasonally Adjusted,DERIVED,Quarter,3,9/1/1959 0:00,3/1/2025 0:00,263
217,Private   Gross fixed capital formation - Dwellings - Alterations and additions: Contributions to growth,Index Points,Seasonally Adjusted,DERIVED,Quarter,3,9/1/1959 0:00,3/1/2025 0:00,263
218,Private   Gross fixed capital formation - Dwellings - Total: Contributions to growth,Index Points,Seasonally Adjusted,DERIVED,Quarter,3,9/1/1959 0:00,3/1/2025 0:00,263
219,Private   Gross fixed capital formation - Ownership transfer costs: Contributions to growth,Index Points,Seasonally Adjusted,DERIVED,Quarter,3,9/1/1959 0:00,3/1/2025 0:00,263
220,Private   Gross fixed capital formation - Non-dwelling construction - New building: Contributions to growth,Index Points,Seasonally Adjusted,DERIVED,Quarter,3,9/1/1959 0:00,3/1/2025 0:00,263
221,Private   Gross fixed capital formation - Non-dwelling construction - New engineering construction: Contributions to growth,Index Points,Seasonally Adjusted,DERIVED,Quarter,3,9/1/1959 0:00,3/1/2025 0:00,263
222,Private   Gross fixed capital formation - Non-dwelling construction - Net purchase of second hand assets: Contributions to growth,Index Points,Seasonally Adjusted,DERIVED,Quarter,3,9/1/1959 0:00,3/1/2025 0:00,263
223,Private   Gross fixed capital formation - Non-dwelling construction - Total: Contributions to growth,Index Points,Seasonally Adjusted,DERIVED,Quarter,3,9/1/1959 0:00,3/1/2025 0:00,263
224,Private   Gross fixed capital formation - Machinery and equipment - New: Contributions to growth,Index Points,Seasonally Adjusted,DERIVED,Quarter,3,9/1/1959 0:00,3/1/2025 0:00,263
225,Private   Gross fixed capital formation - Machinery and equipment - Net purchase of second hand assets: Contributions to growth,Index Points,Seasonally Adjusted,DERIVED,Quarter,3,9/1/1959 0:00,3/1/2025 0:00,263
226,Private   Gross fixed capital formation - Machinery and equipment - Total: Contributions to growth,Index Points,Seasonally Adjusted,DERIVED,Quarter,3,9/1/1959 0:00,3/1/2025 0:00,263
227,Private   Gross fixed capital formation - Cultivated biological resources: Contributions to growth,Index Points,Seasonally Adjusted,DERIVED,Quarter,3,9/1/1959 0:00,3/1/2025 0:00,263
228,Private   Gross fixed capital formation - Intellectual property products - Research and development: Contributions to growth,Index Points,Seasonally Adjusted,DERIVED,Quarter,3,9/1/1959 0:00,3/1/2025 0:00,263
229,Private   Gross fixed capital formation - Intellectual property products - Mineral and petroleum exploration: Contributions to growth,Index Points,Seasonally Adjusted,DERIVED,Quarter,3,9/1/1959 0:00,3/1/2025 0:00,263
230,Private   Gross fixed capital formation - Intellectual property products - Computer software: Contributions to growth,Index Points,Seasonally Adjusted,DERIVED,Quarter,3,9/1/1959 0:00,3/1/2025 0:00,263
231,Private   Gross fixed capital formation - Intellectual property products - Artistic originals: Contributions to growth,Index Points,Seasonally Adjusted,DERIVED,Quarter,3,9/1/1959 0:00,3/1/2025 0:00,263
232,Private   Gross fixed capital formation - Intellectual property products: Contributions to growth,Index Points,Seasonally Adjusted,DERIVED,Quarter,3,9/1/1959 0:00,3/1/2025 0:00,263
233,Private   Gross fixed capital formation - Total private business investment: Contributions to growth,Index Points,Seasonally Adjusted,DERIVED,Quarter,3,9/1/1959 0:00,3/1/2025 0:00,263
234,Private   Gross fixed capital formation: Contributions to growth,Index Points,Seasonally Adjusted,DERIVED,Quarter,3,9/1/1960 0:00,3/1/2025 0:00,259
235,Public corporations - Commonwealth   Gross fixed capital formation: Contributions to growth,Index Points,Seasonally Adjusted,DERIVED,Quarter,3,9/1/1959 0:00,3/1/2025 0:00,263
236,Public corporations - State and local   Gross fixed capital formation: Contributions to growth,Index Points,Seasonally Adjusted,DERIVED,Quarter,3,9/1/1959 0:00,3/1/2025 0:00,263
237,Public corporations   Gross fixed capital formation: Contributions to growth,Index Points,Seasonally Adjusted,DERIVED,Quarter,3,9/1/1959 0:00,3/1/2025 0:00,263
238,General government - National   Gross fixed capital formation - Defence: Contributions to growth,Index Points,Seasonally Adjusted,DERIVED,Quarter,3,9/1/1959 0:00,3/1/2025 0:00,263
239,General government - National   Gross fixed capital formation - Non-defence: Contributions to growth,Index Points,Seasonally Adjusted,DERIVED,Quarter,3,9/1/1959 0:00,3/1/2025 0:00,263
240,General government - National   Gross fixed capital formation: Contributions to growth,Index Points,Seasonally Adjusted,DERIVED,Quarter,3,9/1/1959 0:00,3/1/2025 0:00,263
241,General government - State and local   Gross fixed capital formation - State and local: Contributions to growth,Index Points,Seasonally Adjusted,DERIVED,Quarter,3,9/1/1959 0:00,3/1/2025 0:00,263
242,General government   Gross fixed capital formation: Contributions to growth,Index Points,Seasonally Adjusted,DERIVED,Quarter,3,9/1/1959 0:00,3/1/2025 0:00,263
243,Public   Gross fixed capital formation: Contributions to growth,Index Points,Seasonally Adjusted,DERIVED,Quarter,3,9/1/1960 0:00,3/1/2025 0:00,259
244,All sectors   Gross fixed capital formation: Contributions to growth,Index Points,Seasonally Adjusted,DERIVED,Quarter,3,9/1/1960 0:00,3/1/2025 0:00,259
245,Domestic final demand: Contributions to growth,Index Points,Seasonally Adjusted,DERIVED,Quarter,3,9/1/1960 0:00,3/1/2025 0:00,259
246,Changes in inventories: Contributions to growth,Index Points,Seasonally Adjusted,DERIVED,Quarter,3,9/1/1960 0:00,3/1/2025 0:00,259
247,Gross national expenditure: Contributions to growth,Index Points,Seasonally Adjusted,DERIVED,Quarter,3,9/1/1960 0:00,3/1/2025 0:00,259
248,Exports of goods and services: Contributions to growth,Index Points,Seasonally Adjusted,DERIVED,Quarter,3,9/1/1960 0:00,3/1/2025 0:00,259
249,Imports of goods and services: Contributions to growth,Index Points,Seasonally Adjusted,DERIVED,Quarter,3,9/1/1960 0:00,3/1/2025 0:00,259
250,Statistical discrepancy (E): Contributions to growth,Index Points,Seasonally Adjusted,DERIVED,Quarter,3,12/1/1959 0:00,3/1/2025 0:00,262
251,Index Numbers   All groups CPI   Sydney,Index Numbers,Original,INDEX,Quarter,3,9/1/1948 0:00,6/1/2025 0:00,308
252,Index Numbers   All groups CPI   Melbourne,Index Numbers,Original,INDEX,Quarter,3,9/1/1948 0:00,6/1/2025 0:00,308
253,Index Numbers   All groups CPI   Brisbane,Index Numbers,Original,INDEX,Quarter,3,9/1/1948 0:00,6/1/2025 0:00,308
254,Index Numbers   All groups CPI   Adelaide,Index Numbers,Original,INDEX,Quarter,3,9/1/1948 0:00,6/1/2025 0:00,308
255,Index Numbers   All groups CPI   Perth,Index Numbers,Original,INDEX,Quarter,3,9/1/1948 0:00,6/1/2025 0:00,308
256,Index Numbers   All groups CPI   Hobart,Index Numbers,Original,INDEX,Quarter,3,9/1/1948 0:00,6/1/2025 0:00,308
257,Index Numbers   All groups CPI   Darwin,Index Numbers,Original,INDEX,Quarter,3,9/1/1980 0:00,6/1/2025 0:00,180
258,Index Numbers   All groups CPI   Canberra,Index Numbers,Original,INDEX,Quarter,3,9/1/1948 0:00,6/1/2025 0:00,308
259,Index Numbers   All groups CPI   Australia,Index Numbers,Original,INDEX,Quarter,3,9/1/1948 0:00,6/1/2025 0:00,308
260,Percentage Change from Corresponding Quarter of Previous Year   All groups CPI   Sydney,Percent,Original,PERCENT,Quarter,3,9/1/1949 0:00,6/1/2025 0:00,304
261,Percentage Change from Corresponding Quarter of Previous Year   All groups CPI   Melbourne,Percent,Original,PERCENT,Quarter,3,9/1/1949 0:00,6/1/2025 0:00,304
262,Percentage Change from Corresponding Quarter of Previous Year   All groups CPI   Brisbane,Percent,Original,PERCENT,Quarter,3,9/1/1949 0:00,6/1/2025 0:00,304
263,Percentage Change from Corresponding Quarter of Previous Year   All groups CPI   Adelaide,Percent,Original,PERCENT,Quarter,3,9/1/1949 0:00,6/1/2025 0:00,304
264,Percentage Change from Corresponding Quarter of Previous Year   All groups CPI   Perth,Percent,Original,PERCENT,Quarter,3,9/1/1949 0:00,6/1/2025 0:00,304
265,Percentage Change from Corresponding Quarter of Previous Year   All groups CPI   Hobart,Percent,Original,PERCENT,Quarter,3,9/1/1949 0:00,6/1/2025 0:00,304
266,Percentage Change from Corresponding Quarter of Previous Year   All groups CPI   Darwin,Percent,Original,PERCENT,Quarter,3,9/1/1981 0:00,6/1/2025 0:00,176
267,Percentage Change from Corresponding Quarter of Previous Year   All groups CPI   Canberra,Percent,Original,PERCENT,Quarter,3,9/1/1949 0:00,6/1/2025 0:00,304
268,Percentage Change from Corresponding Quarter of Previous Year   All groups CPI   Australia,Percent,Original,PERCENT,Quarter,3,9/1/1949 0:00,6/1/2025 0:00,304
269,Percentage Change from Previous Period   All groups CPI   Sydney,Percent,Original,PERCENT,Quarter,3,12/1/1948 0:00,6/1/2025 0:00,307
270,Percentage Change from Previous Period   All groups CPI   Melbourne,Percent,Original,PERCENT,Quarter,3,12/1/1948 0:00,6/1/2025 0:00,307
271,Percentage Change from Previous Period   All groups CPI   Brisbane,Percent,Original,PERCENT,Quarter,3,12/1/1948 0:00,6/1/2025 0:00,307
272,Percentage Change from Previous Period   All groups CPI   Adelaide,Percent,Original,PERCENT,Quarter,3,12/1/1948 0:00,6/1/2025 0:00,307
273,Percentage Change from Previous Period   All groups CPI   Perth,Percent,Original,PERCENT,Quarter,3,12/1/1948 0:00,6/1/2025 0:00,307
274,Percentage Change from Previous Period   All groups CPI   Hobart,Percent,Original,PERCENT,Quarter,3,12/1/1948 0:00,6/1/2025 0:00,307
275,Percentage Change from Previous Period   All groups CPI   Darwin,Percent,Original,PERCENT,Quarter,3,12/1/1980 0:00,6/1/2025 0:00,179
276,Percentage Change from Previous Period   All groups CPI   Canberra,Percent,Original,PERCENT,Quarter,3,12/1/1948 0:00,6/1/2025 0:00,307
277,Percentage Change from Previous Period   All groups CPI   Australia,Percent,Original,PERCENT,Quarter,3,12/1/1948 0:00,6/1/2025 0:00,307
278,Employed total   Persons,0,Trend,STOCK,Month,1,2/1/1978 0:00,6/1/2025 0:00,569
279,Employed total   Persons .1,0,Seasonally Adjusted,STOCK,Month,1,2/1/1978 0:00,6/1/2025 0:00,569
280,Unemployment rate   Persons,Percent,Trend,PERCENT,Month,1,2/1/1978 0:00,6/1/2025 0:00,569
281,Unemployment rate   Persons .1,Percent,Seasonally Adjusted,PERCENT,Month,1,2/1/1978 0:00,6/1/2025 0:00,569
282,Unemployment rate   Persons .2,Percent,Original,PERCENT,Month,1,2/1/1978 0:00,6/1/2025 0:00,569
283,GDP per capita: Chain volume measures,$,Original,DERIVED,Quarter,3,9/1/1959 0:00,3/1/2025 0:00,263
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,A2302460K,,,,,,
