Indicator name,State name,City Name,Date,Value
Employment to population ratio ;  Persons ;  > Queensland ;.2,Queensland,,1/1/1985 0:00,52.2340597
Employment to population ratio ;  Persons ;  > South Australia ;,South Australia,,1/1/1985 0:00,54.3359444
Employment to population ratio ;  Persons ;  > South Australia ;.1,South Australia,,1/1/1985 0:00,53.9690351
Employment to population ratio ;  Persons ;  > South Australia ;.2,South Australia,,1/1/1985 0:00,53.2960663
Employment to population ratio ;  Persons ;  > Western Australia ;,Western Australia,,1/1/1985 0:00,57.6481622
Employment to population ratio ;  Persons ;  > Western Australia ;.1,Western Australia,,1/1/1985 0:00,57.6561688
Employment to population ratio ;  Persons ;  > Western Australia ;.2,Western Australia,,1/1/1985 0:00,57.1348238
Employment to population ratio ;  Persons ;  > Tasmania ;,Tasmania,,1/1/1985 0:00,53.5053554
Employment to population ratio ;  Persons ;  > Tasmania ;.1,Tasmania,,1/1/1985 0:00,53.3150112
Employment to population ratio ;  Persons ;  > Tasmania ;.2,Tasmania,,1/1/1985 0:00,52.9463384
Employment to population ratio ;  Persons ;  > Northern Territory ;,Northern Territory,,1/1/1985 0:00,61.9495113
Employment to population ratio ;  Persons ;  > Northern Territory ;.1,Northern Territory,,1/1/1985 0:00,58.542059
Employment to population ratio ;  Persons ;  > Australian Capital Territory ;,Australian Capital Territory,,1/1/1985 0:00,67.5370203
Employment to population ratio ;  Persons ;  > Australian Capital Territory ;.1,Australian Capital Territory,,1/1/1985 0:00,67.1149544
Employment to population ratio ;  Persons ;  Australia ;,Australia,,2/1/1985 0:00,55.2734233
Employment to population ratio ;  Persons ;  Australia ;.1,Australia,,2/1/1985 0:00,55.5863193
Employment to population ratio ;  Persons ;  Australia ;.2,Australia,,2/1/1985 0:00,55.3297376
Employment to population ratio ;  Persons ;  > New South Wales ;,New South Wales,,2/1/1985 0:00,54.6422544
Employment to population ratio ;  Persons ;  > New South Wales ;.1,New South Wales,,2/1/1985 0:00,54.9238326
Employment to population ratio ;  Persons ;  > New South Wales ;.2,New South Wales,,2/1/1985 0:00,54.8117941
Employment to population ratio ;  Persons ;  > Victoria ;,Victoria,,2/1/1985 0:00,55.9323713
Employment to population ratio ;  Persons ;  > Victoria ;.1,Victoria,,2/1/1985 0:00,56.2552138
Employment to population ratio ;  Persons ;  > Victoria ;.2,Victoria,,2/1/1985 0:00,56.0340253
Employment to population ratio ;  Persons ;  > Queensland ;,Queensland,,2/1/1985 0:00,53.4706238
Employment to population ratio ;  Persons ;  > Queensland ;.1,Queensland,,2/1/1985 0:00,53.5420542
Employment to population ratio ;  Persons ;  > Queensland ;.2,Queensland,,2/1/1985 0:00,53.1146678
Employment to population ratio ;  Persons ;  > South Australia ;,South Australia,,2/1/1985 0:00,54.4220916
Employment to population ratio ;  Persons ;  > South Australia ;.1,South Australia,,2/1/1985 0:00,54.6557914
Employment to population ratio ;  Persons ;  > South Australia ;.2,South Australia,,2/1/1985 0:00,54.7249243
Employment to population ratio ;  Persons ;  > Western Australia ;,Western Australia,,2/1/1985 0:00,57.8770572
Employment to population ratio ;  Persons ;  > Western Australia ;.1,Western Australia,,2/1/1985 0:00,57.7885208
Employment to population ratio ;  Persons ;  > Western Australia ;.2,Western Australia,,2/1/1985 0:00,57.4757969
Employment to population ratio ;  Persons ;  > Tasmania ;,Tasmania,,2/1/1985 0:00,53.9713936
Employment to population ratio ;  Persons ;  > Tasmania ;.1,Tasmania,,2/1/1985 0:00,54.3597229
Employment to population ratio ;  Persons ;  > Tasmania ;.2,Tasmania,,2/1/1985 0:00,54.1178515
Employment to population ratio ;  Persons ;  > Northern Territory ;,Northern Territory,,2/1/1985 0:00,63.0844807
Employment to population ratio ;  Persons ;  > Northern Territory ;.1,Northern Territory,,2/1/1985 0:00,62.6383279
Employment to population ratio ;  Persons ;  > Australian Capital Territory ;,Australian Capital Territory,,2/1/1985 0:00,67.6675843
Employment to population ratio ;  Persons ;  > Australian Capital Territory ;.1,Australian Capital Territory,,2/1/1985 0:00,67.8923821
Employment to population ratio ;  Persons ;  Australia ;,Australia,,3/1/1985 0:00,55.3125213
Employment to population ratio ;  Persons ;  Australia ;.1,Australia,,3/1/1985 0:00,55.2846597
Employment to population ratio ;  Persons ;  Australia ;.2,Australia,,3/1/1985 0:00,55.7543449
Employment to population ratio ;  Persons ;  > New South Wales ;,New South Wales,,3/1/1985 0:00,54.5557896
Employment to population ratio ;  Persons ;  > New South Wales ;.1,New South Wales,,3/1/1985 0:00,54.6134579
Employment to population ratio ;  Persons ;  > New South Wales ;.2,New South Wales,,3/1/1985 0:00,55.156226
Employment to population ratio ;  Persons ;  > Victoria ;,Victoria,,3/1/1985 0:00,55.8864464
Employment to population ratio ;  Persons ;  > Victoria ;.1,Victoria,,3/1/1985 0:00,55.4586937
Employment to population ratio ;  Persons ;  > Victoria ;.2,Victoria,,3/1/1985 0:00,55.9312
Employment to population ratio ;  Persons ;  > Queensland ;,Queensland,,3/1/1985 0:00,53.6872863
Employment to population ratio ;  Persons ;  > Queensland ;.1,Queensland,,3/1/1985 0:00,53.9963818
Employment to population ratio ;  Persons ;  > Queensland ;.2,Queensland,,3/1/1985 0:00,54.2660496
Employment to population ratio ;  Persons ;  > South Australia ;,South Australia,,3/1/1985 0:00,54.498462
Employment to population ratio ;  Persons ;  > South Australia ;.1,South Australia,,3/1/1985 0:00,54.3865213
Employment to population ratio ;  Persons ;  > South Australia ;.2,South Australia,,3/1/1985 0:00,55.1400117
Employment to population ratio ;  Persons ;  > Western Australia ;,Western Australia,,3/1/1985 0:00,58.079759
Employment to population ratio ;  Persons ;  > Western Australia ;.1,Western Australia,,3/1/1985 0:00,58.098478
Employment to population ratio ;  Persons ;  > Western Australia ;.2,Western Australia,,3/1/1985 0:00,58.2948809
Employment to population ratio ;  Persons ;  > Tasmania ;,Tasmania,,3/1/1985 0:00,54.2675679
Employment to population ratio ;  Persons ;  > Tasmania ;.1,Tasmania,,3/1/1985 0:00,54.5643986
Employment to population ratio ;  Persons ;  > Tasmania ;.2,Tasmania,,3/1/1985 0:00,55.1862295
Employment to population ratio ;  Persons ;  > Northern Territory ;,Northern Territory,,3/1/1985 0:00,64.0973281
Employment to population ratio ;  Persons ;  > Northern Territory ;.1,Northern Territory,,3/1/1985 0:00,64.0791917
Employment to population ratio ;  Persons ;  > Australian Capital Territory ;,Australian Capital Territory,,3/1/1985 0:00,67.5994275
Employment to population ratio ;  Persons ;  > Australian Capital Territory ;.1,Australian Capital Territory,,3/1/1985 0:00,67.5993442
Employment to population ratio ;  Persons ;  Australia ;,Australia,,4/1/1985 0:00,55.3776015
Employment to population ratio ;  Persons ;  Australia ;.1,Australia,,4/1/1985 0:00,55.2878843
Employment to population ratio ;  Persons ;  Australia ;.2,Australia,,4/1/1985 0:00,55.0991351
Employment to population ratio ;  Persons ;  > New South Wales ;,New South Wales,,4/1/1985 0:00,54.4837603
Employment to population ratio ;  Persons ;  > New South Wales ;.1,New South Wales,,4/1/1985 0:00,54.460155
Employment to population ratio ;  Persons ;  > New South Wales ;.2,New South Wales,,4/1/1985 0:00,54.3055579
Employment to population ratio ;  Persons ;  > Victoria ;,Victoria,,4/1/1985 0:00,55.9129876
Employment to population ratio ;  Persons ;  > Victoria ;.1,Victoria,,4/1/1985 0:00,55.5960174
Employment to population ratio ;  Persons ;  > Victoria ;.2,Victoria,,4/1/1985 0:00,55.3874074
Employment to population ratio ;  Persons ;  > Queensland ;,Queensland,,4/1/1985 0:00,53.9454926
Employment to population ratio ;  Persons ;  > Queensland ;.1,Queensland,,4/1/1985 0:00,53.7270367
Employment to population ratio ;  Persons ;  > Queensland ;.2,Queensland,,4/1/1985 0:00,53.3780954
Employment to population ratio ;  Persons ;  > South Australia ;,South Australia,,4/1/1985 0:00,54.5566253
Employment to population ratio ;  Persons ;  > South Australia ;.1,South Australia,,4/1/1985 0:00,54.2834372
Employment to population ratio ;  Persons ;  > South Australia ;.2,South Australia,,4/1/1985 0:00,54.3546678
Employment to population ratio ;  Persons ;  > Western Australia ;,Western Australia,,4/1/1985 0:00,58.2263552
Employment to population ratio ;  Persons ;  > Western Australia ;.1,Western Australia,,4/1/1985 0:00,58.4089381
Employment to population ratio ;  Persons ;  > Western Australia ;.2,Western Australia,,4/1/1985 0:00,58.2729399
Employment to population ratio ;  Persons ;  > Tasmania ;,Tasmania,,4/1/1985 0:00,54.3721575
Employment to population ratio ;  Persons ;  > Tasmania ;.1,Tasmania,,4/1/1985 0:00,54.2662211
Employment to population ratio ;  Persons ;  > Tasmania ;.2,Tasmania,,4/1/1985 0:00,54.5026142
Employment to population ratio ;  Persons ;  > Northern Territory ;,Northern Territory,,4/1/1985 0:00,64.8411312
Employment to population ratio ;  Persons ;  > Northern Territory ;.1,Northern Territory,,4/1/1985 0:00,65.7614082
Employment to population ratio ;  Persons ;  > Australian Capital Territory ;,Australian Capital Territory,,4/1/1985 0:00,67.3967289
Employment to population ratio ;  Persons ;  > Australian Capital Territory ;.1,Australian Capital Territory,,4/1/1985 0:00,67.7115283
Employment to population ratio ;  Persons ;  Australia ;,Australia,,5/1/1985 0:00,55.468471
Employment to population ratio ;  Persons ;  Australia ;.1,Australia,,5/1/1985 0:00,55.4994594
Employment to population ratio ;  Persons ;  Australia ;.2,Australia,,5/1/1985 0:00,55.5960485
Employment to population ratio ;  Persons ;  > New South Wales ;,New South Wales,,5/1/1985 0:00,54.4503022
Employment to population ratio ;  Persons ;  > New South Wales ;.1,New South Wales,,5/1/1985 0:00,54.5178665
Employment to population ratio ;  Persons ;  > New South Wales ;.2,New South Wales,,5/1/1985 0:00,54.6295123
Employment to population ratio ;  Persons ;  > Victoria ;,Victoria,,5/1/1985 0:00,56.0047982
Employment to population ratio ;  Persons ;  > Victoria ;.1,Victoria,,5/1/1985 0:00,56.0268241
Employment to population ratio ;  Persons ;  > Victoria ;.2,Victoria,,5/1/1985 0:00,56.036585
Employment to population ratio ;  Persons ;  > Queensland ;,Queensland,,5/1/1985 0:00,54.2170218
Employment to population ratio ;  Persons ;  > Queensland ;.1,Queensland,,5/1/1985 0:00,54.1274138
Employment to population ratio ;  Persons ;  > Queensland ;.2,Queensland,,5/1/1985 0:00,54.3298018
Employment to population ratio ;  Persons ;  > South Australia ;,South Australia,,5/1/1985 0:00,54.601613
Employment to population ratio ;  Persons ;  > South Australia ;.1,South Australia,,5/1/1985 0:00,54.6652862
Employment to population ratio ;  Persons ;  > South Australia ;.2,South Australia,,5/1/1985 0:00,54.7816632
Employment to population ratio ;  Persons ;  > Western Australia ;,Western Australia,,5/1/1985 0:00,58.3208666
Employment to population ratio ;  Persons ;  > Western Australia ;.1,Western Australia,,5/1/1985 0:00,58.4479937
Employment to population ratio ;  Persons ;  > Western Australia ;.2,Western Australia,,5/1/1985 0:00,58.5198858
Employment to population ratio ;  Persons ;  > Tasmania ;,Tasmania,,5/1/1985 0:00,54.3122476
Employment to population ratio ;  Persons ;  > Tasmania ;.1,Tasmania,,5/1/1985 0:00,54.4986944
Employment to population ratio ;  Persons ;  > Tasmania ;.2,Tasmania,,5/1/1985 0:00,54.8864793
Employment to population ratio ;  Persons ;  > Northern Territory ;,Northern Territory,,5/1/1985 0:00,65.2288445
Employment to population ratio ;  Persons ;  > Northern Territory ;.1,Northern Territory,,5/1/1985 0:00,65.9661512
Employment to population ratio ;  Persons ;  > Australian Capital Territory ;,Australian Capital Territory,,5/1/1985 0:00,67.1707655
Employment to population ratio ;  Persons ;  > Australian Capital Territory ;.1,Australian Capital Territory,,5/1/1985 0:00,66.8784474
Employment to population ratio ;  Persons ;  Australia ;,Australia,,6/1/1985 0:00,55.5906178
Employment to population ratio ;  Persons ;  Australia ;.1,Australia,,6/1/1985 0:00,55.5344198
Employment to population ratio ;  Persons ;  Australia ;.2,Australia,,6/1/1985 0:00,55.5264201
Employment to population ratio ;  Persons ;  > New South Wales ;,New South Wales,,6/1/1985 0:00,54.4849258
Employment to population ratio ;  Persons ;  > New South Wales ;.1,New South Wales,,6/1/1985 0:00,54.3331268
Employment to population ratio ;  Persons ;  > New South Wales ;.2,New South Wales,,6/1/1985 0:00,54.3547613
Employment to population ratio ;  Persons ;  > Victoria ;,Victoria,,6/1/1985 0:00,56.1585267
Employment to population ratio ;  Persons ;  > Victoria ;.1,Victoria,,6/1/1985 0:00,56.0849086
Employment to population ratio ;  Persons ;  > Victoria ;.2,Victoria,,6/1/1985 0:00,56.0259682
Employment to population ratio ;  Persons ;  > Queensland ;,Queensland,,6/1/1985 0:00,54.494188
Employment to population ratio ;  Persons ;  > Queensland ;.1,Queensland,,6/1/1985 0:00,54.5593772
Employment to population ratio ;  Persons ;  > Queensland ;.2,Queensland,,6/1/1985 0:00,54.721746
Employment to population ratio ;  Persons ;  > South Australia ;,South Australia,,6/1/1985 0:00,54.6466397
Employment to population ratio ;  Persons ;  > South Australia ;.1,South Australia,,6/1/1985 0:00,54.9672512
Employment to population ratio ;  Persons ;  > South Australia ;.2,South Australia,,6/1/1985 0:00,54.879868
Employment to population ratio ;  Persons ;  > Western Australia ;,Western Australia,,6/1/1985 0:00,58.3854895
Employment to population ratio ;  Persons ;  > Western Australia ;.1,Western Australia,,6/1/1985 0:00,58.3880063
Employment to population ratio ;  Persons ;  > Western Australia ;.2,Western Australia,,6/1/1985 0:00,58.4518925
Employment to population ratio ;  Persons ;  > Tasmania ;,Tasmania,,6/1/1985 0:00,54.1488553
Employment to population ratio ;  Persons ;  > Tasmania ;.1,Tasmania,,6/1/1985 0:00,53.9749868
Employment to population ratio ;  Persons ;  > Tasmania ;.2,Tasmania,,6/1/1985 0:00,53.8688474
Employment to population ratio ;  Persons ;  > Northern Territory ;,Northern Territory,,6/1/1985 0:00,65.2501072
Employment to population ratio ;  Persons ;  > Northern Territory ;.1,Northern Territory,,6/1/1985 0:00,64.4552532
Employment to population ratio ;  Persons ;  > Australian Capital Territory ;,Australian Capital Territory,,6/1/1985 0:00,67.0363395
Employment to population ratio ;  Persons ;  > Australian Capital Territory ;.1,Australian Capital Territory,,6/1/1985 0:00,67.1088304
Employment to population ratio ;  Persons ;  Australia ;,Australia,,7/1/1985 0:00,55.7466019
Employment to population ratio ;  Persons ;  Australia ;.1,Australia,,7/1/1985 0:00,55.6576498
Employment to population ratio ;  Persons ;  Australia ;.2,Australia,,7/1/1985 0:00,55.8048999
Employment to population ratio ;  Persons ;  > New South Wales ;,New South Wales,,7/1/1985 0:00,54.5934775
Employment to population ratio ;  Persons ;  > New South Wales ;.1,New South Wales,,7/1/1985 0:00,54.4255105
Employment to population ratio ;  Persons ;  > New South Wales ;.2,New South Wales,,7/1/1985 0:00,54.5969
Employment to population ratio ;  Persons ;  > Victoria ;,Victoria,,7/1/1985 0:00,56.3545238
Employment to population ratio ;  Persons ;  > Victoria ;.1,Victoria,,7/1/1985 0:00,56.6141058
Employment to population ratio ;  Persons ;  > Victoria ;.2,Victoria,,7/1/1985 0:00,56.8396448
Employment to population ratio ;  Persons ;  > Queensland ;,Queensland,,7/1/1985 0:00,54.7733367
Employment to population ratio ;  Persons ;  > Queensland ;.1,Queensland,,7/1/1985 0:00,54.5276712
Employment to population ratio ;  Persons ;  > Queensland ;.2,Queensland,,7/1/1985 0:00,54.7288754
Employment to population ratio ;  Persons ;  > South Australia ;,South Australia,,7/1/1985 0:00,54.7043914
Employment to population ratio ;  Persons ;  > South Australia ;.1,South Australia,,7/1/1985 0:00,55.1164651
Employment to population ratio ;  Persons ;  > South Australia ;.2,South Australia,,7/1/1985 0:00,54.8999636
Employment to population ratio ;  Persons ;  > Western Australia ;,Western Australia,,7/1/1985 0:00,58.4664019
Employment to population ratio ;  Persons ;  > Western Australia ;.1,Western Australia,,7/1/1985 0:00,58.138054
Employment to population ratio ;  Persons ;  > Western Australia ;.2,Western Australia,,7/1/1985 0:00,58.181231
Employment to population ratio ;  Persons ;  > Tasmania ;,Tasmania,,7/1/1985 0:00,53.9583369
Employment to population ratio ;  Persons ;  > Tasmania ;.1,Tasmania,,7/1/1985 0:00,53.8688157
Employment to population ratio ;  Persons ;  > Tasmania ;.2,Tasmania,,7/1/1985 0:00,54.0259744
Employment to population ratio ;  Persons ;  > Northern Territory ;,Northern Territory,,7/1/1985 0:00,65.0540585
Employment to population ratio ;  Persons ;  > Northern Territory ;.1,Northern Territory,,7/1/1985 0:00,63.9515926
Employment to population ratio ;  Persons ;  > Australian Capital Territory ;,Australian Capital Territory,,7/1/1985 0:00,67.0590928
Employment to population ratio ;  Persons ;  > Australian Capital Territory ;.1,Australian Capital Territory,,7/1/1985 0:00,67.1285033
Employment to population ratio ;  Persons ;  Australia ;,Australia,,8/1/1985 0:00,55.9292199
Employment to population ratio ;  Persons ;  Australia ;.1,Australia,,8/1/1985 0:00,55.9180168
Employment to population ratio ;  Persons ;  Australia ;.2,Australia,,8/1/1985 0:00,55.4846589
Employment to population ratio ;  Persons ;  > New South Wales ;,New South Wales,,8/1/1985 0:00,54.7686842
Employment to population ratio ;  Persons ;  > New South Wales ;.1,New South Wales,,8/1/1985 0:00,54.8215395
Employment to population ratio ;  Persons ;  > New South Wales ;.2,New South Wales,,8/1/1985 0:00,54.2626502
Employment to population ratio ;  Persons ;  > Victoria ;,Victoria,,8/1/1985 0:00,56.5715282
Employment to population ratio ;  Persons ;  > Victoria ;.1,Victoria,,8/1/1985 0:00,56.7362061
Employment to population ratio ;  Persons ;  > Victoria ;.2,Victoria,,8/1/1985 0:00,56.4587062
Employment to population ratio ;  Persons ;  > Queensland ;,Queensland,,8/1/1985 0:00,55.0456652
Employment to population ratio ;  Persons ;  > Queensland ;.1,Queensland,,8/1/1985 0:00,55.1425719
Employment to population ratio ;  Persons ;  > Queensland ;.2,Queensland,,8/1/1985 0:00,54.860129
Employment to population ratio ;  Persons ;  > South Australia ;,South Australia,,8/1/1985 0:00,54.7659937
Employment to population ratio ;  Persons ;  > South Australia ;.1,South Australia,,8/1/1985 0:00,54.4809635
Employment to population ratio ;  Persons ;  > South Australia ;.2,South Australia,,8/1/1985 0:00,53.8180384
Employment to population ratio ;  Persons ;  > Western Australia ;,Western Australia,,8/1/1985 0:00,58.6011905
Employment to population ratio ;  Persons ;  > Western Australia ;.1,Western Australia,,8/1/1985 0:00,58.4615232
Employment to population ratio ;  Persons ;  > Western Australia ;.2,Western Australia,,8/1/1985 0:00,57.9945764
Employment to population ratio ;  Persons ;  > Tasmania ;,Tasmania,,8/1/1985 0:00,53.7958502
Employment to population ratio ;  Persons ;  > Tasmania ;.1,Tasmania,,8/1/1985 0:00,53.5898828
Employment to population ratio ;  Persons ;  > Tasmania ;.2,Tasmania,,8/1/1985 0:00,52.9900652
Employment to population ratio ;  Persons ;  > Northern Territory ;,Northern Territory,,8/1/1985 0:00,64.8196045
Employment to population ratio ;  Persons ;  > Northern Territory ;.1,Northern Territory,,8/1/1985 0:00,66.1372143
Employment to population ratio ;  Persons ;  > Australian Capital Territory ;,Australian Capital Territory,,8/1/1985 0:00,67.2096892
Employment to population ratio ;  Persons ;  > Australian Capital Territory ;.1,Australian Capital Territory,,8/1/1985 0:00,66.9055765
Employment to population ratio ;  Persons ;  Australia ;,Australia,,9/1/1985 0:00,56.1170166
Employment to population ratio ;  Persons ;  Australia ;.1,Australia,,9/1/1985 0:00,56.1941227
Employment to population ratio ;  Persons ;  Australia ;.2,Australia,,9/1/1985 0:00,56.5509926
Employment to population ratio ;  Persons ;  > New South Wales ;,New South Wales,,9/1/1985 0:00,54.9828548
Employment to population ratio ;  Persons ;  > New South Wales ;.1,New South Wales,,9/1/1985 0:00,55.1137403
Employment to population ratio ;  Persons ;  > New South Wales ;.2,New South Wales,,9/1/1985 0:00,55.5336291
Employment to population ratio ;  Persons ;  > Victoria ;,Victoria,,9/1/1985 0:00,56.7848958
Employment to population ratio ;  Persons ;  > Victoria ;.1,Victoria,,9/1/1985 0:00,56.7578206
Employment to population ratio ;  Persons ;  > Victoria ;.2,Victoria,,9/1/1985 0:00,57.1889665
Employment to population ratio ;  Persons ;  > Queensland ;,Queensland,,9/1/1985 0:00,55.2801086
Employment to population ratio ;  Persons ;  > Queensland ;.1,Queensland,,9/1/1985 0:00,55.2546275
Employment to population ratio ;  Persons ;  > Queensland ;.2,Queensland,,9/1/1985 0:00,56.0073722
Employment to population ratio ;  Persons ;  > South Australia ;,South Australia,,9/1/1985 0:00,54.8263757
Employment to population ratio ;  Persons ;  > South Australia ;.1,South Australia,,9/1/1985 0:00,54.8333344
Employment to population ratio ;  Persons ;  > South Australia ;.2,South Australia,,9/1/1985 0:00,54.8967667
Employment to population ratio ;  Persons ;  > Western Australia ;,Western Australia,,9/1/1985 0:00,58.7984597
Employment to population ratio ;  Persons ;  > Western Australia ;.1,Western Australia,,9/1/1985 0:00,58.8114631
Employment to population ratio ;  Persons ;  > Western Australia ;.2,Western Australia,,9/1/1985 0:00,59.2207305
Employment to population ratio ;  Persons ;  > Tasmania ;,Tasmania,,9/1/1985 0:00,53.6657915
Employment to population ratio ;  Persons ;  > Tasmania ;.1,Tasmania,,9/1/1985 0:00,53.7414185
Employment to population ratio ;  Persons ;  > Tasmania ;.2,Tasmania,,9/1/1985 0:00,53.6422739
Employment to population ratio ;  Persons ;  > Northern Territory ;,Northern Territory,,9/1/1985 0:00,64.7190193
Employment to population ratio ;  Persons ;  > Northern Territory ;.1,Northern Territory,,9/1/1985 0:00,66.2305655
Employment to population ratio ;  Persons ;  > Australian Capital Territory ;,Australian Capital Territory,,9/1/1985 0:00,67.4314758
Employment to population ratio ;  Persons ;  > Australian Capital Territory ;.1,Australian Capital Territory,,9/1/1985 0:00,68.4808951
Employment to population ratio ;  Persons ;  Australia ;,Australia,,10/1/1985 0:00,56.284097
Employment to population ratio ;  Persons ;  Australia ;.1,Australia,,10/1/1985 0:00,55.9607798
Employment to population ratio ;  Persons ;  Australia ;.2,Australia,,10/1/1985 0:00,56.0828226
Employment to population ratio ;  Persons ;  > New South Wales ;,New South Wales,,10/1/1985 0:00,55.1868171
Employment to population ratio ;  Persons ;  > New South Wales ;.1,New South Wales,,10/1/1985 0:00,55.1323914
Employment to population ratio ;  Persons ;  > New South Wales ;.2,New South Wales,,10/1/1985 0:00,55.15904
Employment to population ratio ;  Persons ;  > Victoria ;,Victoria,,10/1/1985 0:00,56.9681581
Employment to population ratio ;  Persons ;  > Victoria ;.1,Victoria,,10/1/1985 0:00,56.2681735
Employment to population ratio ;  Persons ;  > Victoria ;.2,Victoria,,10/1/1985 0:00,56.3165639
Employment to population ratio ;  Persons ;  > Queensland ;,Queensland,,10/1/1985 0:00,55.4462191
Employment to population ratio ;  Persons ;  > Queensland ;.1,Queensland,,10/1/1985 0:00,55.2062571
Employment to population ratio ;  Persons ;  > Queensland ;.2,Queensland,,10/1/1985 0:00,55.4559461
Employment to population ratio ;  Persons ;  > South Australia ;,South Australia,,10/1/1985 0:00,54.8849687
Employment to population ratio ;  Persons ;  > South Australia ;.1,South Australia,,10/1/1985 0:00,54.9917379
Employment to population ratio ;  Persons ;  > South Australia ;.2,South Australia,,10/1/1985 0:00,54.878984
Employment to population ratio ;  Persons ;  > Western Australia ;,Western Australia,,10/1/1985 0:00,59.0328919
Employment to population ratio ;  Persons ;  > Western Australia ;.1,Western Australia,,10/1/1985 0:00,58.9893253
Employment to population ratio ;  Persons ;  > Western Australia ;.2,Western Australia,,10/1/1985 0:00,59.1683415
Employment to population ratio ;  Persons ;  > Tasmania ;,Tasmania,,10/1/1985 0:00,53.5479559
Employment to population ratio ;  Persons ;  > Tasmania ;.1,Tasmania,,10/1/1985 0:00,53.9121938
Employment to population ratio ;  Persons ;  > Tasmania ;.2,Tasmania,,10/1/1985 0:00,53.7661058
Employment to population ratio ;  Persons ;  > Northern Territory ;,Northern Territory,,10/1/1985 0:00,64.8492747
Employment to population ratio ;  Persons ;  > Northern Territory ;.1,Northern Territory,,10/1/1985 0:00,65.1200477
Employment to population ratio ;  Persons ;  > Australian Capital Territory ;,Australian Capital Territory,,10/1/1985 0:00,67.6609784
Employment to population ratio ;  Persons ;  > Australian Capital Territory ;.1,Australian Capital Territory,,10/1/1985 0:00,67.8959051
Employment to population ratio ;  Persons ;  Australia ;,Australia,,11/1/1985 0:00,56.4238467
Employment to population ratio ;  Persons ;  Australia ;.1,Australia,,11/1/1985 0:00,56.6749523
Employment to population ratio ;  Persons ;  Australia ;.2,Australia,,11/1/1985 0:00,56.8940438
Employment to population ratio ;  Persons ;  > New South Wales ;,New South Wales,,11/1/1985 0:00,55.3494053
Employment to population ratio ;  Persons ;  > New South Wales ;.1,New South Wales,,11/1/1985 0:00,55.774332
Employment to population ratio ;  Persons ;  > New South Wales ;.2,New South Wales,,11/1/1985 0:00,55.9154064
Employment to population ratio ;  Persons ;  > Victoria ;,Victoria,,11/1/1985 0:00,57.1267772
Employment to population ratio ;  Persons ;  > Victoria ;.1,Victoria,,11/1/1985 0:00,57.4579163
Employment to population ratio ;  Persons ;  > Victoria ;.2,Victoria,,11/1/1985 0:00,57.5542754
Employment to population ratio ;  Persons ;  > Queensland ;,Queensland,,11/1/1985 0:00,55.5388993
Employment to population ratio ;  Persons ;  > Queensland ;.1,Queensland,,11/1/1985 0:00,55.8228357
Employment to population ratio ;  Persons ;  > Queensland ;.2,Queensland,,11/1/1985 0:00,56.1364156
Employment to population ratio ;  Persons ;  > South Australia ;,South Australia,,11/1/1985 0:00,54.962041
Employment to population ratio ;  Persons ;  > South Australia ;.1,South Australia,,11/1/1985 0:00,55.2242448
Employment to population ratio ;  Persons ;  > South Australia ;.2,South Australia,,11/1/1985 0:00,55.4376626
Employment to population ratio ;  Persons ;  > Western Australia ;,Western Australia,,11/1/1985 0:00,59.2563519
Employment to population ratio ;  Persons ;  > Western Australia ;.1,Western Australia,,11/1/1985 0:00,59.9201736
Employment to population ratio ;  Persons ;  > Western Australia ;.2,Western Australia,,11/1/1985 0:00,59.9647097
Employment to population ratio ;  Persons ;  > Tasmania ;,Tasmania,,11/1/1985 0:00,53.4388904
Employment to population ratio ;  Persons ;  > Tasmania ;.1,Tasmania,,11/1/1985 0:00,54.0934541
Employment to population ratio ;  Persons ;  > Tasmania ;.2,Tasmania,,11/1/1985 0:00,53.8235604
Employment to population ratio ;  Persons ;  > Northern Territory ;,Northern Territory,,11/1/1985 0:00,65.1649999
Employment to population ratio ;  Persons ;  > Northern Territory ;.1,Northern Territory,,11/1/1985 0:00,64.4583359
Employment to population ratio ;  Persons ;  > Australian Capital Territory ;,Australian Capital Territory,,11/1/1985 0:00,67.8794222
Employment to population ratio ;  Persons ;  > Australian Capital Territory ;.1,Australian Capital Territory,,11/1/1985 0:00,67.671475
Employment to population ratio ;  Persons ;  Australia ;,Australia,,12/1/1985 0:00,56.5321171
Employment to population ratio ;  Persons ;  Australia ;.1,Australia,,12/1/1985 0:00,56.2970201
Employment to population ratio ;  Persons ;  Australia ;.2,Australia,,12/1/1985 0:00,57.0248218
Employment to population ratio ;  Persons ;  > New South Wales ;,New South Wales,,12/1/1985 0:00,55.4598769
Employment to population ratio ;  Persons ;  > New South Wales ;.1,New South Wales,,12/1/1985 0:00,55.3238811
Employment to population ratio ;  Persons ;  > New South Wales ;.2,New South Wales,,12/1/1985 0:00,55.9167459
Employment to population ratio ;  Persons ;  > Victoria ;,Victoria,,12/1/1985 0:00,57.2569726
Employment to population ratio ;  Persons ;  > Victoria ;.1,Victoria,,12/1/1985 0:00,57.0824323
Employment to population ratio ;  Persons ;  > Victoria ;.2,Victoria,,12/1/1985 0:00,57.8517798
Employment to population ratio ;  Persons ;  > Queensland ;,Queensland,,12/1/1985 0:00,55.5872525
Employment to population ratio ;  Persons ;  > Queensland ;.1,Queensland,,12/1/1985 0:00,55.6660831
